participant.code,round_no,participant.scenario,response,participant.treatment,neighbors,initially_neutral,response_change,response_delta
rrvhld3u,10,s9_p,-1.0,C_p,"[-1, 0, -1]",Neutral,-1.0,1.0
synutgfj,1,s9_p,-1.0,C_p,"-1, -1, 1",Non-Neutral,0.0,0.0
synutgfj,2,s9_p,0.0,C_p,"1, 0, 0",Non-Neutral,1.0,1.0
synutgfj,3,s9_p,0.0,C_p,"0, 1, 1",Non-Neutral,0.0,0.0
synutgfj,4,s9_p,1.0,C_p,"1, 1, 1",Non-Neutral,1.0,1.0
synutgfj,5,s9_p,1.0,C_p,"1, 1, -1",Non-Neutral,0.0,0.0
synutgfj,6,s9_p,0.0,C_p,"0, 0, 0",Non-Neutral,-1.0,1.0
synutgfj,7,s9_p,-1.0,C_p,"-1, -1, -1",Non-Neutral,-1.0,1.0
synutgfj,8,s9_p,-1.0,C_p,"-1, 0, -1",Non-Neutral,0.0,0.0
synutgfj,9,s9_p,0.0,C_p,"1, -1, 0",Non-Neutral,1.0,1.0
synutgfj,10,s9_p,0.0,C_p,"0, 0, -1",Non-Neutral,0.0,0.0
t0s2zwb6,1,s2_n,1.0,NO_n,"-1, 1, 1",Non-Neutral,0.0,0.0
t0s2zwb6,2,s2_n,1.0,NO_n,"-1, -1, 0",Non-Neutral,0.0,0.0
t0s2zwb6,3,s2_n,-1.0,NO_n,"-1, -1, -1",Non-Neutral,-2.0,2.0
t0s2zwb6,4,s2_n,1.0,NO_n,"-1, 1, -1",Non-Neutral,2.0,2.0
t0s2zwb6,5,s2_n,1.0,NO_n,"0, 1, -1",Non-Neutral,0.0,0.0
t0s2zwb6,6,s2_n,1.0,NO_n,"1, 1, 1",Non-Neutral,0.0,0.0
t0s2zwb6,7,s2_n,1.0,NO_n,"1, 1, 0",Non-Neutral,0.0,0.0
t0s2zwb6,8,s2_n,0.0,NO_n,"0, 0, 0",Non-Neutral,-1.0,1.0
t0s2zwb6,9,s2_n,0.0,NO_n,"0, 0, -1",Non-Neutral,0.0,0.0
t0s2zwb6,10,s2_n,1.0,NO_n,"1, 0, 0",Non-Neutral,1.0,1.0
t153xuq7,1,s2_p,0.0,AC_p,"-1, 0, 1",Neutral,0.0,0.0
t153xuq7,2,s2_p,0.0,AC_p,"0, 0, 0",Neutral,0.0,0.0
t153xuq7,3,s2_p,1.0,AC_p,"0, 0, -1",Neutral,1.0,1.0
t153xuq7,4,s2_p,0.0,AC_p,"-1, -1, -1",Neutral,-1.0,1.0
t153xuq7,5,s2_p,0.0,AC_p,"1, 1, 1",Neutral,0.0,0.0
t153xuq7,6,s2_p,1.0,AC_p,"0, 1, 0",Neutral,1.0,1.0
t153xuq7,7,s2_p,0.0,AC_p,"1, 1, -1",Neutral,-1.0,1.0
t153xuq7,8,s2_p,0.0,AC_p,"-1, -1, 1",Neutral,0.0,0.0
t153xuq7,9,s2_p,1.0,AC_p,"-1, 0, -1",Neutral,1.0,1.0
t153xuq7,10,s2_p,0.0,AC_p,"1, 1, 0",Neutral,-1.0,1.0
tq70ya3t,1,s9_p,1.0,AC_p,"[-1, 1, -1]",Non-Neutral,0.0,0.0
tq70ya3t,2,s9_p,1.0,AC_p,"[0, 0, 1]",Non-Neutral,0.0,0.0
tq70ya3t,3,s9_p,1.0,AC_p,"[-1, 0, 1]",Non-Neutral,0.0,0.0
tq70ya3t,4,s9_p,1.0,AC_p,"[1, 1, 1]",Non-Neutral,0.0,0.0
tq70ya3t,5,s9_p,1.0,AC_p,"[1, 1, 0]",Non-Neutral,0.0,0.0
tq70ya3t,6,s9_p,1.0,AC_p,"[-1, -1, -1]",Non-Neutral,0.0,0.0
tq70ya3t,7,s9_p,1.0,AC_p,"[0, 0, -1]",Non-Neutral,0.0,0.0
tq70ya3t,8,s9_p,1.0,AC_p,"[0, -1, -1]",Non-Neutral,0.0,0.0
tq70ya3t,9,s9_p,1.0,AC_p,"[0, 0, 0]",Non-Neutral,0.0,0.0
tq70ya3t,10,s9_p,1.0,AC_p,"[1, 1, -1]",Non-Neutral,0.0,0.0
tqgfi8g6,1,s4_n,-1.0,AC_n,"1, 0, 0",Neutral,-1.0,1.0
tqgfi8g6,2,s4_n,-1.0,AC_n,"1, 0, 1",Neutral,0.0,0.0
tqgfi8g6,3,s4_n,0.0,AC_n,"-1, -1, -1",Neutral,1.0,1.0
tqgfi8g6,4,s4_n,1.0,AC_n,"0, 0, -1",Neutral,1.0,1.0
tqgfi8g6,5,s4_n,0.0,AC_n,"1, 1, -1",Neutral,-1.0,1.0
tqgfi8g6,6,s4_n,-1.0,AC_n,"0, 0, 0",Neutral,-1.0,1.0
tqgfi8g6,7,s4_n,0.0,AC_n,"1, 1, 1",Neutral,1.0,1.0
tqgfi8g6,8,s4_n,0.0,AC_n,"1, 0, -1",Neutral,0.0,0.0
tqgfi8g6,9,s4_n,1.0,AC_n,"-1, -1, 0",Neutral,1.0,1.0
tqgfi8g6,10,s4_n,0.0,AC_n,"1, -1, -1",Neutral,-1.0,1.0
tzpa51lg,1,s9_n,-1.0,NO_n,"-1, -1, 0",Non-Neutral,-2.0,2.0
tzpa51lg,2,s9_n,1.0,NO_n,"-1, 1, 1",Non-Neutral,2.0,2.0
tzpa51lg,3,s9_n,0.0,NO_n,"0, 1, -1",Non-Neutral,-1.0,1.0
tzpa51lg,4,s9_n,0.0,NO_n,"0, 0, 0",Non-Neutral,0.0,0.0
tzpa51lg,5,s9_n,1.0,NO_n,"1, 0, 1",Non-Neutral,1.0,1.0
tzpa51lg,6,s9_n,1.0,NO_n,"1, 1, 1",Non-Neutral,0.0,0.0
tzpa51lg,7,s9_n,-1.0,NO_n,"-1, 1, -1",Non-Neutral,-2.0,2.0
tzpa51lg,8,s9_n,-1.0,NO_n,"-1, -1, -1",Non-Neutral,0.0,0.0
tzpa51lg,9,s9_n,0.0,NO_n,"0, -1, 0",Non-Neutral,1.0,1.0
tzpa51lg,10,s9_n,0.0,NO_n,"1, 0, 0",Non-Neutral,0.0,0.0
u4e3bbyt,1,s9_n,1.0,NO_n,"1, 1, 1",Non-Neutral,0.0,0.0
u4e3bbyt,2,s9_n,1.0,NO_n,"1, 0, 0",Non-Neutral,0.0,0.0
u4e3bbyt,3,s9_n,1.0,NO_n,"-1, 1, 1",Non-Neutral,0.0,0.0
u4e3bbyt,4,s9_n,1.0,NO_n,"0, -1, 0",Non-Neutral,0.0,0.0
u4e3bbyt,5,s9_n,0.0,NO_n,"1, -1, -1",Non-Neutral,-1.0,1.0
u4e3bbyt,6,s9_n,1.0,NO_n,"-1, 1, 0",Non-Neutral,1.0,1.0
u4e3bbyt,7,s9_n,0.0,NO_n,"0, -1, -1",Non-Neutral,-1.0,1.0
u4e3bbyt,8,s9_n,-1.0,NO_n,"0, 0, 0",Non-Neutral,-1.0,1.0
u4e3bbyt,9,s9_n,0.0,NO_n,"-1, -1, -1",Non-Neutral,1.0,1.0
u4e3bbyt,10,s9_n,1.0,NO_n,"1, 0, 1",Non-Neutral,1.0,1.0
u6l0tyq8,1,s4_p,-1.0,C_p,"[-1, 1, -1]",Non-Neutral,-2.0,2.0
u6l0tyq8,2,s4_p,0.0,C_p,"[0, 0, 0]",Non-Neutral,1.0,1.0
u6l0tyq8,3,s4_p,1.0,C_p,"[1, -1, 1]",Non-Neutral,1.0,1.0
u6l0tyq8,4,s4_p,-1.0,C_p,"[-1, -1, -1]",Non-Neutral,-2.0,2.0
u6l0tyq8,5,s4_p,1.0,C_p,"[1, 1, 0]",Non-Neutral,2.0,2.0
u6l0tyq8,6,s4_p,0.0,C_p,"[0, 1, 0]",Non-Neutral,-1.0,1.0
u6l0tyq8,7,s4_p,-1.0,C_p,"[-1, 0, -1]",Non-Neutral,-1.0,1.0
u6l0tyq8,8,s4_p,1.0,C_p,"[-1, 0, 1]",Non-Neutral,2.0,2.0
u6l0tyq8,9,s4_p,1.0,C_p,"[1, 1, 1]",Non-Neutral,0.0,0.0
u6l0tyq8,10,s4_p,0.0,C_p,"[0, 0, -1]",Non-Neutral,-1.0,1.0
uw6slj3m,1,s9_n,1.0,AC_n,"1, -1, -1",Non-Neutral,0.0,0.0
uw6slj3m,2,s9_n,1.0,AC_n,"0, 1, 0",Non-Neutral,0.0,0.0
uw6slj3m,3,s9_n,1.0,AC_n,"0, -1, 0",Non-Neutral,0.0,0.0
uw6slj3m,4,s9_n,1.0,AC_n,"1, 0, 1",Non-Neutral,0.0,0.0
uw6slj3m,5,s9_n,1.0,AC_n,"1, -1, 1",Non-Neutral,0.0,0.0
uw6slj3m,6,s9_n,1.0,AC_n,"-1, -1, -1",Non-Neutral,0.0,0.0
uw6slj3m,7,s9_n,1.0,AC_n,"0, 0, 0",Non-Neutral,0.0,0.0
uw6slj3m,8,s9_n,1.0,AC_n,"0, -1, -1",Non-Neutral,0.0,0.0
uw6slj3m,9,s9_n,1.0,AC_n,"-1, 1, 0",Non-Neutral,0.0,0.0
uw6slj3m,10,s9_n,0.0,AC_n,"1, 1, 1",Non-Neutral,-1.0,1.0
wneo62fg,1,s4_n,0.0,C_n,"[0, 0, 1]",Non-Neutral,-1.0,1.0
wneo62fg,2,s4_n,1.0,C_n,"[1, 1, -1]",Non-Neutral,1.0,1.0
wneo62fg,3,s4_n,1.0,C_n,"[-1, -1, -1]",Non-Neutral,0.0,0.0
wneo62fg,4,s4_n,0.0,C_n,"[0, -1, 0]",Non-Neutral,-1.0,1.0
wneo62fg,5,s4_n,0.0,C_n,"[1, 1, 1]",Non-Neutral,0.0,0.0
wneo62fg,6,s4_n,-1.0,C_n,"[-1, 0, -1]",Non-Neutral,-1.0,1.0
wneo62fg,7,s4_n,0.0,C_n,"[0, 0, 0]",Non-Neutral,1.0,1.0
wneo62fg,8,s4_n,-1.0,C_n,"[-1, -1, 1]",Non-Neutral,-1.0,1.0
wneo62fg,9,s4_n,1.0,C_n,"[1, 0, 1]",Non-Neutral,2.0,2.0
wneo62fg,10,s4_n,0.0,C_n,"[1, 0, -1]",Non-Neutral,-1.0,1.0
wvgo0dnl,1,s4_n,0.0,C_n,"1, 1, 1",Non-Neutral,1.0,1.0
wvgo0dnl,2,s4_n,-1.0,C_n,"1, -1, 1",Non-Neutral,-1.0,1.0
wvgo0dnl,3,s4_n,-1.0,C_n,"-1, 0, -1",Non-Neutral,0.0,0.0
wvgo0dnl,4,s4_n,-1.0,C_n,"-1, -1, -1",Non-Neutral,0.0,0.0
wvgo0dnl,5,s4_n,0.0,C_n,"-1, 1, 0",Non-Neutral,1.0,1.0
wvgo0dnl,6,s4_n,-1.0,C_n,"0, 0, -1",Non-Neutral,-1.0,1.0
wvgo0dnl,7,s4_n,-1.0,C_n,"1, 0, 0",Non-Neutral,0.0,0.0
wvgo0dnl,8,s4_n,-1.0,C_n,"1, 1, 0",Non-Neutral,0.0,0.0
wvgo0dnl,9,s4_n,0.0,C_n,"0, 0, 0",Non-Neutral,1.0,1.0
wvgo0dnl,10,s4_n,-1.0,C_n,"-1, 1, -1",Non-Neutral,-1.0,1.0
xbtvsrjj,1,s4_p,1.0,NO_p,"[1, -1, -1]",Non-Neutral,0.0,0.0
xbtvsrjj,2,s4_p,-1.0,NO_p,"[-1, -1, 0]",Non-Neutral,-2.0,2.0
xbtvsrjj,3,s4_p,1.0,NO_p,"[0, 1, 1]",Non-Neutral,2.0,2.0
xbtvsrjj,4,s4_p,1.0,NO_p,"[0, 0, 0]",Non-Neutral,0.0,0.0
xbtvsrjj,5,s4_p,1.0,NO_p,"[0, -1, 0]",Non-Neutral,0.0,0.0
xbtvsrjj,6,s4_p,1.0,NO_p,"[-1, -1, -1]",Non-Neutral,0.0,0.0
xbtvsrjj,7,s4_p,0.0,NO_p,"[0, 0, 1]",Non-Neutral,-1.0,1.0
xbtvsrjj,8,s4_p,1.0,NO_p,"[1, 1, 1]",Non-Neutral,1.0,1.0
xbtvsrjj,9,s4_p,0.0,NO_p,"[-1, 1, 0]",Non-Neutral,-1.0,1.0
xbtvsrjj,10,s4_p,-1.0,NO_p,"[1, 1, -1]",Non-Neutral,-1.0,1.0
xcugzidr,1,s2_p,1.0,NO_p,"-1, -1, -1",Non-Neutral,0.0,0.0
xcugzidr,2,s2_p,1.0,NO_p,"0, 1, 0",Non-Neutral,0.0,0.0
xcugzidr,3,s2_p,0.0,NO_p,"0, -1, -1",Non-Neutral,-1.0,1.0
xcugzidr,4,s2_p,1.0,NO_p,"-1, -1, 1",Non-Neutral,1.0,1.0
xcugzidr,5,s2_p,0.0,NO_p,"-1, 0, 0",Non-Neutral,-1.0,1.0
xcugzidr,6,s2_p,1.0,NO_p,"0, 1, -1",Non-Neutral,1.0,1.0
xcugzidr,7,s2_p,1.0,NO_p,"1, 1, 1",Non-Neutral,0.0,0.0
xcugzidr,8,s2_p,1.0,NO_p,"1, 1, 0",Non-Neutral,0.0,0.0
xcugzidr,9,s2_p,0.0,NO_p,"0, 0, 0",Non-Neutral,-1.0,1.0
xcugzidr,10,s2_p,1.0,NO_p,"1, 1, -1",Non-Neutral,1.0,1.0
y2vyodir,1,s4_n,0.0,NO_n,"0, 0, 0",Non-Neutral,-1.0,1.0
y2vyodir,2,s4_n,-1.0,NO_n,"0, -1, -1",Non-Neutral,-1.0,1.0
y2vyodir,3,s4_n,1.0,NO_n,"1, 1, 0",Non-Neutral,2.0,2.0
y2vyodir,4,s4_n,-1.0,NO_n,"-1, -1, -1",Non-Neutral,-2.0,2.0
y2vyodir,5,s4_n,1.0,NO_n,"1, -1, 1",Non-Neutral,2.0,2.0
y2vyodir,6,s4_n,1.0,NO_n,"1, 0, 0",Non-Neutral,0.0,0.0
y2vyodir,7,s4_n,1.0,NO_n,"1, 1, 1",Non-Neutral,0.0,0.0
y2vyodir,8,s4_n,1.0,NO_n,"-1, 1, -1",Non-Neutral,0.0,0.0
y2vyodir,9,s4_n,1.0,NO_n,"0, -1, 1",Non-Neutral,0.0,0.0
y2vyodir,10,s4_n,1.0,NO_n,"0, -1, 0",Non-Neutral,0.0,0.0
y9ft8u2d,1,s4_n,1.0,C_n,"1, 1, 0",Neutral,1.0,1.0
y9ft8u2d,2,s4_n,0.0,C_n,"-1, 0, 0",Neutral,-1.0,1.0
y9ft8u2d,3,s4_n,0.0,C_n,"0, 0, 0",Neutral,0.0,0.0
y9ft8u2d,4,s4_n,0.0,C_n,"0, 1, 0",Neutral,0.0,0.0
y9ft8u2d,5,s4_n,1.0,C_n,"1, 1, 1",Neutral,1.0,1.0
y9ft8u2d,6,s4_n,-1.0,C_n,"-1, -1, -1",Neutral,-2.0,2.0
y9ft8u2d,7,s4_n,-1.0,C_n,"1, -1, -1",Neutral,0.0,0.0
y9ft8u2d,8,s4_n,-1.0,C_n,"-1, -1, 0",Neutral,0.0,0.0
y9ft8u2d,9,s4_n,1.0,C_n,"-1, 1, 1",Neutral,2.0,2.0
y9ft8u2d,10,s4_n,0.0,C_n,"-1, 0, 1",Neutral,-1.0,1.0
ybsrvbyy,1,s9_n,1.0,C_n,"1, 1, 1",Non-Neutral,0.0,0.0
ybsrvbyy,2,s9_n,1.0,C_n,"1, 0, -1",Non-Neutral,0.0,0.0
ybsrvbyy,3,s9_n,1.0,C_n,"-1, 1, 1",Non-Neutral,0.0,0.0
ybsrvbyy,4,s9_n,1.0,C_n,"1, 1, 0",Non-Neutral,0.0,0.0
ybsrvbyy,5,s9_n,1.0,C_n,"-1, 0, -1",Non-Neutral,0.0,0.0
ybsrvbyy,6,s9_n,1.0,C_n,"0, 0, 0",Non-Neutral,0.0,0.0
ybsrvbyy,7,s9_n,1.0,C_n,"-1, -1, -1",Non-Neutral,0.0,0.0
ybsrvbyy,8,s9_n,1.0,C_n,"-1, 0, 0",Non-Neutral,0.0,0.0
ybsrvbyy,9,s9_n,1.0,C_n,"0, 1, 0",Non-Neutral,0.0,0.0
ybsrvbyy,10,s9_n,1.0,C_n,"1, -1, -1",Non-Neutral,0.0,0.0
yrzx29z5,1,s4_n,1.0,C_n,"-1, -1, 0",Non-Neutral,0.0,0.0
yrzx29z5,2,s4_n,1.0,C_n,"1, 1, 1",Non-Neutral,0.0,0.0
yrzx29z5,3,s4_n,1.0,C_n,"1, -1, -1",Non-Neutral,0.0,0.0
yrzx29z5,4,s4_n,1.0,C_n,"1, 1, 0",Non-Neutral,0.0,0.0
yrzx29z5,5,s4_n,1.0,C_n,"0, 1, 0",Non-Neutral,0.0,0.0
yrzx29z5,6,s4_n,1.0,C_n,"0, 0, 0",Non-Neutral,0.0,0.0
yrzx29z5,7,s4_n,1.0,C_n,"-1, 1, 1",Non-Neutral,0.0,0.0
yrzx29z5,8,s4_n,1.0,C_n,"0, -1, 0",Non-Neutral,0.0,0.0
yrzx29z5,9,s4_n,1.0,C_n,"-1, 0, 1",Non-Neutral,0.0,0.0
yrzx29z5,10,s4_n,1.0,C_n,"-1, -1, -1",Non-Neutral,0.0,0.0
z0aucopc,1,s9_p,0.0,NO_p,"0, 0, 0",Neutral,0.0,0.0
z0aucopc,2,s9_p,0.0,NO_p,"1, 0, 0",Neutral,0.0,0.0
z0aucopc,3,s9_p,0.0,NO_p,"-1, -1, -1",Neutral,0.0,0.0
z0aucopc,4,s9_p,0.0,NO_p,"1, 1, 1",Neutral,0.0,0.0
z0aucopc,5,s9_p,0.0,NO_p,"-1, -1, 0",Neutral,0.0,0.0
z0aucopc,6,s9_p,0.0,NO_p,"1, -1, -1",Neutral,0.0,0.0
z0aucopc,7,s9_p,0.0,NO_p,"0, 1, -1",Neutral,0.0,0.0
z0aucopc,8,s9_p,0.0,NO_p,"-1, 1, 1",Neutral,0.0,0.0
z0aucopc,9,s9_p,0.0,NO_p,"-1, 0, 0",Neutral,0.0,0.0
z0aucopc,10,s9_p,0.0,NO_p,"1, 0, 1",Neutral,0.0,0.0
z18me9k9,1,s2_p,1.0,AC_p,"0, 0, 0",Neutral,1.0,1.0
z18me9k9,2,s2_p,1.0,AC_p,"0, -1, -1",Neutral,0.0,0.0
z18me9k9,3,s2_p,1.0,AC_p,"0, 0, -1",Neutral,0.0,0.0
z18me9k9,4,s2_p,1.0,AC_p,"-1, -1, -1",Neutral,0.0,0.0
z18me9k9,5,s2_p,1.0,AC_p,"1, 1, 1",Neutral,0.0,0.0
z18me9k9,6,s2_p,1.0,AC_p,"-1, 1, 1",Neutral,0.0,0.0
z18me9k9,7,s2_p,1.0,AC_p,"1, 1, 0",Neutral,0.0,0.0
z18me9k9,8,s2_p,1.0,AC_p,"0, 1, 0",Neutral,0.0,0.0
z18me9k9,9,s2_p,1.0,AC_p,"-1, -1, 1",Neutral,0.0,0.0
z18me9k9,10,s2_p,1.0,AC_p,"-1, 0, 1",Neutral,0.0,0.0
z3adp1r4,1,s2_p,1.0,AC_p,"[1, 0, 0]",Non-Neutral,0.0,0.0
z3adp1r4,2,s2_p,1.0,AC_p,"[0, 0, 0]",Non-Neutral,0.0,0.0
z3adp1r4,3,s2_p,1.0,AC_p,"[0, 1, -1]",Non-Neutral,0.0,0.0
z3adp1r4,4,s2_p,-1.0,AC_p,"[-1, -1, 0]",Non-Neutral,-2.0,2.0
z3adp1r4,5,s2_p,1.0,AC_p,"[0, 1, 1]",Non-Neutral,2.0,2.0
z3adp1r4,6,s2_p,1.0,AC_p,"[1, 1, 1]",Non-Neutral,0.0,0.0
z3adp1r4,7,s2_p,-1.0,AC_p,"[-1, -1, -1]",Non-Neutral,-2.0,2.0
z3adp1r4,8,s2_p,-1.0,AC_p,"[1, -1, -1]",Non-Neutral,0.0,0.0
z3adp1r4,9,s2_p,1.0,AC_p,"[1, -1, 1]",Non-Neutral,2.0,2.0
z3adp1r4,10,s2_p,0.0,AC_p,"[-1, 0, 0]",Non-Neutral,-1.0,1.0
z7xx7kw3,1,s9_p,0.0,C_p,"0, -1, 0",Neutral,0.0,0.0
z7xx7kw3,2,s9_p,0.0,C_p,"0, 0, 0",Neutral,0.0,0.0
z7xx7kw3,3,s9_p,0.0,C_p,"1, 0, 0",Neutral,0.0,0.0
z7xx7kw3,4,s9_p,0.0,C_p,"-1, 0, 1",Neutral,0.0,0.0
z7xx7kw3,5,s9_p,0.0,C_p,"-1, -1, -1",Neutral,0.0,0.0
z7xx7kw3,6,s9_p,0.0,C_p,"0, -1, -1",Neutral,0.0,0.0
z7xx7kw3,7,s9_p,1.0,C_p,"-1, 1, 1",Neutral,1.0,1.0
z7xx7kw3,8,s9_p,0.0,C_p,"1, -1, -1",Neutral,-1.0,1.0
z7xx7kw3,9,s9_p,-1.0,C_p,"1, 0, 1",Neutral,-1.0,1.0
z7xx7kw3,10,s9_p,0.0,C_p,"1, 1, 1",Neutral,1.0,1.0
zcucj5lv,1,s4_p,1.0,NO_p,"0, 1, 1",Non-Neutral,2.0,2.0
zcucj5lv,2,s4_p,-1.0,NO_p,"-1, -1, -1",Non-Neutral,-2.0,2.0
zcucj5lv,3,s4_p,0.0,NO_p,"1, 1, 1",Non-Neutral,1.0,1.0
zcucj5lv,4,s4_p,0.0,NO_p,"1, -1, -1",Non-Neutral,0.0,0.0
zcucj5lv,5,s4_p,0.0,NO_p,"0, -1, -1",Non-Neutral,0.0,0.0
zcucj5lv,6,s4_p,0.0,NO_p,"-1, 0, 1",Non-Neutral,0.0,0.0
zcucj5lv,7,s4_p,0.0,NO_p,"-1, 1, 1",Non-Neutral,0.0,0.0
zcucj5lv,8,s4_p,0.0,NO_p,"1, 0, 0",Non-Neutral,0.0,0.0
zcucj5lv,9,s4_p,0.0,NO_p,"0, -1, 0",Non-Neutral,0.0,0.0
zcucj5lv,10,s4_p,0.0,NO_p,"0, 0, 0",Non-Neutral,0.0,0.0
zndefqj1,1,s9_p,1.0,NO_p,"1, 1, 1",Non-Neutral,0.0,0.0
zndefqj1,2,s9_p,-1.0,NO_p,"0, -1, -1",Non-Neutral,-2.0,2.0
zndefqj1,3,s9_p,1.0,NO_p,"1, 0, 1",Non-Neutral,2.0,2.0
zndefqj1,4,s9_p,1.0,NO_p,"-1, -1, -1",Non-Neutral,0.0,0.0
zndefqj1,5,s9_p,1.0,NO_p,"-1, 1, 0",Non-Neutral,0.0,0.0
zndefqj1,6,s9_p,1.0,NO_p,"0, 1, 0",Non-Neutral,0.0,0.0
zndefqj1,7,s9_p,1.0,NO_p,"0, 0, 0",Non-Neutral,0.0,0.0
zndefqj1,8,s9_p,1.0,NO_p,"-1, -1, 1",Non-Neutral,0.0,0.0
zndefqj1,9,s9_p,1.0,NO_p,"-1, 0, 0",Non-Neutral,0.0,0.0
zndefqj1,10,s9_p,1.0,NO_p,"-1, 1, 1",Non-Neutral,0.0,0.0
zxd50240,1,s4_n,0.0,C_n,"1, 1, 1",Non-Neutral,1.0,1.0
zxd50240,2,s4_n,0.0,C_n,"0, 1, 0",Non-Neutral,0.0,0.0
zxd50240,3,s4_n,1.0,C_n,"1, 1, -1",Non-Neutral,1.0,1.0
zxd50240,4,s4_n,0.0,C_n,"0, 0, -1",Non-Neutral,-1.0,1.0
zxd50240,5,s4_n,-1.0,C_n,"-1, -1, 1",Non-Neutral,-1.0,1.0
zxd50240,6,s4_n,0.0,C_n,"0, 0, 0",Non-Neutral,1.0,1.0
zxd50240,7,s4_n,-1.0,C_n,"0, -1, -1",Non-Neutral,-1.0,1.0
zxd50240,8,s4_n,-1.0,C_n,"-1, -1, -1",Non-Neutral,0.0,0.0
zxd50240,9,s4_n,0.0,C_n,"1, -1, 0",Non-Neutral,1.0,1.0
zxd50240,10,s4_n,0.0,C_n,"1, 1, 0",Non-Neutral,0.0,0.0
